20190901;221500;1.2158000;1.2158000;1.2153000;1.2156000;8
20190901;223000;1.2158000;1.2158000;1.2141000;1.2147000;36
20190901;224500;1.2147000;1.2160000;1.2141000;1.2148000;26
20190901;230000;1.2144000;1.2151000;1.2138000;1.2140000;29
20190901;231500;1.2138000;1.2155000;1.2138000;1.2150000;31
20190901;233000;1.2150000;1.2155000;1.2150000;1.2152000;14
20190901;234500;1.2155000;1.2162000;1.2152000;1.2159000;9
20190902;000000;1.2159000;1.2159000;1.2159000;1.2159000;2
20190902;001500;1.2150000;1.2156000;1.2142000;1.2144000;263
20190902;003000;1.2145000;1.2151000;1.2142000;1.2149000;410
20190902;004500;1.2148000;1.2152000;1.2141000;1.2147000;2037
20190902;010000;1.2146000;1.2149000;1.2139000;1.2143000;1114
20190902;011500;1.2147000;1.2162000;1.2143000;1.2157000;5090
20190902;013000;1.2156000;1.2162000;1.2154000;1.2156000;3835
20190902;014500;1.2156000;1.2162000;1.2154000;1.2161000;3678
20190902;020000;1.2161000;1.2164000;1.2157000;1.2160000;5406
20190902;021500;1.2159000;1.2163000;1.2157000;1.2160000;6588
20190902;023000;1.2161000;1.2162000;1.2157000;1.2162000;3693
20190902;024500;1.2162000;1.2164000;1.2157000;1.2158000;21263
20190902;030000;1.2159000;1.2160000;1.2156000;1.2158000;4036
20190902;031500;1.2158000;1.2159000;1.2153000;1.2157000;6304
20190902;033000;1.2157000;1.2157000;1.2153000;1.2155000;6247
20190902;034500;1.2155000;1.2157000;1.2150000;1.2154000;10347
20190902;040000;1.2154000;1.2155000;1.2143000;1.2148000;14649
20190902;041500;1.2148000;1.2153000;1.2146000;1.2149000;10258
20190902;043000;1.2148000;1.2154000;1.2147000;1.2153000;12815
20190902;044500;1.2153000;1.2160000;1.2150000;1.2158000;7179
20190902;050000;1.2158000;1.2161000;1.2154000;1.2159000;9808
20190902;051500;1.2157000;1.2159000;1.2148000;1.2154000;11551
20190902;053000;1.2154000;1.2157000;1.2151000;1.2153000;12483
20190902;054500;1.2154000;1.2155000;1.2150000;1.2153000;6316
20190902;060000;1.2154000;1.2156000;1.2152000;1.2154000;5214
20190902;061500;1.2155000;1.2157000;1.2153000;1.2156000;4928
20190902;063000;1.2155000;1.2159000;1.2153000;1.2158000;5243
20190902;064500;1.2158000;1.2159000;1.2153000;1.2155000;5845
20190902;070000;1.2155000;1.2160000;1.2153000;1.2159000;7588
20190902;071500;1.2160000;1.2161000;1.2155000;1.2159000;5662
20190902;073000;1.2158000;1.2160000;1.2157000;1.2160000;2383
20190902;074500;1.2160000;1.2161000;1.2158000;1.2160000;3259
20190902;080000;1.2160000;1.2161000;1.2157000;1.2159000;2418
20190902;081500;1.2159000;1.2160000;1.2155000;1.2159000;5274
20190902;083000;1.2159000;1.2160000;1.2156000;1.2159000;5177
20190902;084500;1.2159000;1.2162000;1.2158000;1.2161000;5741
20190902;090000;1.2161000;1.2163000;1.2159000;1.2162000;3760
20190902;091500;1.2162000;1.2175000;1.2161000;1.2174000;13064
20190902;093000;1.2174000;1.2175000;1.2167000;1.2170000;10034
20190902;094500;1.2170000;1.2171000;1.2160000;1.2165000;16882
20190902;100000;1.2165000;1.2168000;1.2158000;1.2161000;14461
20190902;101500;1.2161000;1.2164000;1.2154000;1.2157000;18474
20190902;103000;1.2157000;1.2162000;1.2150000;1.2154000;16720
20190902;104500;1.2154000;1.2154000;1.2141000;1.2142000;26072
20190902;110000;1.2141000;1.2144000;1.2126000;1.2128000;29715
20190902;111500;1.2128000;1.2129000;1.2102000;1.2111000;41174
20190902;113000;1.2111000;1.2114000;1.2092000;1.2100000;36006
20190902;114500;1.2100000;1.2109000;1.2091000;1.2102000;38202
20190902;120000;1.2102000;1.2102000;1.2074000;1.2083000;39702
20190902;121500;1.2084000;1.2093000;1.2074000;1.2090000;43006
20190902;123000;1.2090000;1.2094000;1.2080000;1.2087000;30263
20190902;124500;1.2087000;1.2088000;1.2080000;1.2084000;32401
20190902;130000;1.2083000;1.2086000;1.2077000;1.2084000;28282
20190902;131500;1.2084000;1.2085000;1.2073000;1.2078000;30476
20190902;133000;1.2077000;1.2084000;1.2077000;1.2081000;27967
20190902;134500;1.2081000;1.2083000;1.2073000;1.2078000;27862
20190902;140000;1.2078000;1.2079000;1.2065000;1.2074000;24283
20190902;141500;1.2074000;1.2099000;1.2070000;1.2075000;50075
20190902;143000;1.2076000;1.2094000;1.2075000;1.2093000;22607
20190902;144500;1.2092000;1.2100000;1.2087000;1.2088000;37487
20190902;150000;1.2087000;1.2090000;1.2073000;1.2077000;21204
20190902;151500;1.2078000;1.2078000;1.2065000;1.2074000;46000
20190902;153000;1.2075000;1.2080000;1.2070000;1.2079000;35113
20190902;154500;1.2079000;1.2079000;1.2069000;1.2071000;20918
20190902;160000;1.2071000;1.2075000;1.2067000;1.2071000;30729
20190902;161500;1.2071000;1.2074000;1.2052000;1.2052000;33860
20190902;163000;1.2053000;1.2059000;1.2050000;1.2056000;29044
20190902;164500;1.2056000;1.2060000;1.2044000;1.2052000;35810
20190902;170000;1.2052000;1.2070000;1.2049000;1.2069000;39115
20190902;171500;1.2068000;1.2069000;1.2049000;1.2053000;41167
20190902;173000;1.2053000;1.2057000;1.2043000;1.2048000;38980
20190902;174500;1.2048000;1.2049000;1.2035000;1.2038000;45726
20190902;180000;1.2038000;1.2064000;1.2036000;1.2062000;52475
20190902;181500;1.2061000;1.2065000;1.2057000;1.2060000;38076
20190902;183000;1.2060000;1.2070000;1.2058000;1.2064000;20617
20190902;184500;1.2064000;1.2064000;1.2055000;1.2063000;12869
20190902;190000;1.2064000;1.2074000;1.2059000;1.2064000;13969
20190902;191500;1.2064000;1.2068000;1.2057000;1.2058000;11726
20190902;193000;1.2058000;1.2060000;1.2050000;1.2055000;8663
20190902;194500;1.2055000;1.2065000;1.2049000;1.2064000;16795
20190902;200000;1.2064000;1.2077000;1.2061000;1.2076000;17769
20190902;201500;1.2076000;1.2077000;1.2054000;1.2064000;114787
20190902;203000;1.2064000;1.2069000;1.2058000;1.2061000;11004
20190902;204500;1.2060000;1.2064000;1.2056000;1.2060000;8944
20190902;210000;1.2060000;1.2064000;1.2057000;1.2062000;6592
20190902;211500;1.2062000;1.2064000;1.2061000;1.2063000;2641
20190902;213000;1.2062000;1.2067000;1.2059000;1.2065000;2927
20190902;214500;1.2065000;1.2066000;1.2058000;1.2061000;14330
20190902;220000;1.2061000;1.2068000;1.2058000;1.2067000;18111
20190902;221500;1.2066000;1.2069000;1.2058000;1.2063000;18778
20190902;223000;1.2063000;1.2067000;1.2060000;1.2066000;18029
20190902;224500;1.2065000;1.2069000;1.2059000;1.2063000;60076
20190902;230000;1.2063000;1.2066000;1.2060000;1.2062000;8608
20190902;231500;1.2061000;1.2070000;1.2055000;1.2064000;13212
20190902;233000;1.2065000;1.2067000;1.2057000;1.2061000;17099
20190902;234500;1.2061000;1.2069000;1.2059000;1.2062000;24782
20190903;000000;1.2061000;1.2069000;1.2056000;1.2065000;4837
20190903;001500;1.2065000;1.2066000;1.2060000;1.2062000;219
20190903;003000;1.2063000;1.2067000;1.2061000;1.2062000;425
20190903;004500;1.2062000;1.2069000;1.2059000;1.2062000;5009
20190903;010000;1.2062000;1.2070000;1.2060000;1.2065000;27915
20190903;011500;1.2065000;1.2068000;1.2060000;1.2062000;11026
20190903;013000;1.2063000;1.2068000;1.2061000;1.2063000;7045
20190903;014500;1.2063000;1.2066000;1.2060000;1.2063000;6160
20190903;020000;1.2063000;1.2067000;1.2061000;1.2065000;3095
20190903;021500;1.2065000;1.2066000;1.2060000;1.2062000;5291
20190903;023000;1.2062000;1.2067000;1.2059000;1.2062000;5859
20190903;024500;1.2062000;1.2064000;1.2060000;1.2063000;4759
20190903;030000;1.2063000;1.2066000;1.2061000;1.2064000;3346
20190903;031500;1.2064000;1.2065000;1.2056000;1.2063000;15114
20190903;033000;1.2062000;1.2067000;1.2058000;1.2062000;16127
20190903;034500;1.2063000;1.2065000;1.2056000;1.2064000;8405
20190903;040000;1.2065000;1.2065000;1.2055000;1.2058000;7224
20190903;041500;1.2058000;1.2059000;1.2046000;1.2049000;19788
20190903;043000;1.2049000;1.2053000;1.2046000;1.2048000;14310
20190903;044500;1.2048000;1.2052000;1.2044000;1.2051000;15954
20190903;050000;1.2052000;1.2056000;1.2047000;1.2052000;11447
20190903;051500;1.2052000;1.2055000;1.2049000;1.2054000;8505
20190903;053000;1.2054000;1.2054000;1.2048000;1.2050000;6888
20190903;054500;1.2051000;1.2051000;1.2037000;1.2041000;15355
20190903;060000;1.2041000;1.2041000;1.2027000;1.2030000;17792
20190903;061500;1.2030000;1.2035000;1.2029000;1.2033000;11599
20190903;063000;1.2034000;1.2036000;1.2030000;1.2035000;11020
20190903;064500;1.2035000;1.2037000;1.2027000;1.2035000;11257
20190903;070000;1.2035000;1.2036000;1.2029000;1.2032000;8509
20190903;071500;1.2033000;1.2034000;1.2024000;1.2032000;11906
20190903;073000;1.2033000;1.2035000;1.2030000;1.2034000;8768
20190903;074500;1.2034000;1.2037000;1.2031000;1.2036000;12476
20190903;080000;1.2036000;1.2039000;1.2033000;1.2038000;8184
20190903;081500;1.2038000;1.2039000;1.2024000;1.2029000;7655
20190903;083000;1.2029000;1.2033000;1.2028000;1.2030000;6071
20190903;084500;1.2031000;1.2036000;1.2020000;1.2024000;17484
